-10.0 47.765699999999995     0.0
-9.97997997997998 47.70057287287287     0.0
-9.95995995995996 47.63544574574574     0.0
-9.93993993993994 47.570318618618614     0.0
-9.91991991991992 47.50519149149149     0.0
-9.8998998998999 47.44006436436436     0.0
-9.87987987987988 47.37493723723723     0.0
-9.85985985985986 47.30981011011011     0.0
-9.83983983983984 45.85485535338639     -1.38982762959659
-9.81981981981982 47.17955585585585     0.0
-9.7997997997998 47.114428728728726     0.0
-9.77977977977978 44.87239634120384     -2.176905260397761
-9.75975975975976 46.98417447447447     0.0
-9.73973973973974 46.919047347347345     0.0
-9.71971971971972 46.85392022022022     0.0
-9.6996996996997 46.78879309309309     0.0
-9.67967967967968 46.723665965965964     0.0
-9.65965965965966 47.557899694373404     0.8993608555345638
-9.63963963963964 46.59341171171171     0.0
-9.61961961961962 46.52828458458458     0.0
-9.5995995995996 46.463157457457456     0.0
-9.57957957957958 47.3507218603524     0.9526915300220699
-9.55955955955956 46.3329032032032     0.0
-9.53953953953954 46.267776076076075     0.0
-9.51951951951952 46.20264894894895     0.0
-9.4994994994995 46.13752182182182     0.0
-9.47947947947948 46.072394694694694     0.0
-9.45945945945946 46.00726756756757     0.0
-9.43943943943944 45.94214044044044     0.0
-9.41941941941942 45.87701331331331     0.0
-9.3993993993994 45.811886186186186     0.0
-9.37937937937938 45.74675905905906     0.0
-9.35935935935936 45.68163193193193     0.0
-9.33933933933934 45.616504804804805     0.0
-9.31931931931932 45.55137767767768     0.0
-9.2992992992993 45.48625055055055     0.0
-9.27927927927928 45.421123423423424     0.0
-9.25925925925926 45.3559962962963     0.0
-9.23923923923924 45.29086916916917     0.0
-9.21921921921922 45.22574204204204     0.0
-9.1991991991992 45.160614914914916     0.0
-9.17917917917918 46.5443885626328     1.4489007748450071
-9.15915915915916 45.03036066066066     0.0
-9.13913913913914 45.784588826805944     0.8193552932724054
-9.11911911911912 44.90010640640641     0.0
-9.0990990990991 44.83497927927928     0.0
-9.07907907907908 44.15217810672235     -0.6176740454298013
-9.05905905905906 43.360030458482406     -1.3446945665426229
-9.03903903903904 44.6395978978979     0.0
-9.01901901901902 46.71397621027909     2.13950543950832
-8.998998998999 44.509343643643646     0.0
-8.97897897897898 44.44421651651652     0.0
-8.95895895895896 44.37908938938939     0.0
-8.93893893893894 44.313962262262265     0.0
-8.91891891891892 44.24883513513514     0.0
-8.8988988988989 44.18370800800801     0.0
-8.87887887887888 42.27158584610642     -1.8469950347744646
-8.85885885885886 44.05345375375376     0.0
-8.83883883883884 43.98832662662663     0.0
-8.81881881881882 43.9231994994995     0.0
-8.7987987987988 43.858072372372376     0.0
-8.77877877877878 43.79294524524525     0.0
-8.75875875875876 43.72781811811812     0.0
-8.73873873873874 43.662690990990995     0.0
-8.71871871871872 43.59756386386387     0.0
-8.6986986986987 43.53243673673674     0.0
-8.67867867867868 43.467309609609615     0.0
-8.65865865865866 43.40218248248249     0.0
-8.63863863863864 43.33705535535536     0.0
-8.618618618618619 43.271928228228234     0.0
-8.598598598598599 43.20680110110111     0.0
-8.578578578578579 43.14167397397398     0.0
