-0.5 -12.67518183613157     0.0
-0.4898989898989899 -14.140582067562596     0.0
-0.4797979797979798 -15.465750848881     0.0
-0.4696969696969697 -16.630966136477205     0.0
-0.4595959595959596 -17.61826839371819     0.0
-0.4494949494949495 -18.4117231194814     0.0
-0.4393939393939394 -18.997656475830475     0.0
-0.4292929292929293 -19.364860608031464     0.0
-0.41919191919191917 -19.504765676057005     0.0
-0.4090909090909091 -19.41157608555583     0.0
-0.398989898989899 -19.082368911289734     0.0
-0.3888888888888889 -18.517153040053557     0.0
-0.3787878787878788 -17.718888115473142     0.0
-0.3686868686868687 -16.693462935891752     0.0
-0.35858585858585856 -17.074375728987     -1.6247421983039732
-0.3484848484848485 -13.99892171156815     0.0
-0.3383838383838384 -12.355475455703838     0.0
-0.3282828282828283 -10.535893018443838     0.0
-0.3181818181818182 -8.55901318802516     0.0
-0.30808080808080807 -6.445674574642769     0.0
-0.29797979797979796 -4.218447265588896     0.0
-0.2878787878787879 -1.9013405700688821     0.0
-0.2777777777777778 -1.9077269017577931     -2.3882359853944832
-0.2676767676767677 2.9011657546585     0.0
-0.25757575757575757 5.3342325360777805     0.0
-0.2474747474747475 7.753196323210121     0.0
-0.23737373737373738 10.131773997703757     0.0
-0.22727272727272727 12.44425520223881     0.0
-0.21717171717171718 14.665836929941985     0.0
-0.20707070707070707 16.772945269861466     0.0
-0.19696969696969696 18.743539833299465     0.0
-0.18686868686868688 20.557396632847777     0.0
-0.17676767676767677 22.196365493078694     0.0
-0.16666666666666666 23.644598434614117     0.0
-0.15656565656565657 24.735469506895285     -0.15327637964464624
-0.14646464646464646 25.918118039937106     0.0
-0.13636363636363635 22.632157151971434     -4.0926519991469
-0.12626262626262627 27.303783129896374     0.0
-0.11616161616161616 27.652919298335867     0.0
-0.10606060606060606 27.77301777108726     0.0
-0.09595959595959595 27.66776448148341     0.0
-0.08585858585858586 27.343656449904408     0.0
-0.07575757575757576 26.809888454305202     0.0
-0.06565656565656566 26.078202809204477     0.0
-0.05555555555555555 25.162704481046582     0.0
-0.045454545454545456 24.079644257224814     0.0
-0.03535353535353535 22.847173136207395     0.0
-0.025252525252525252 21.48507151071817     0.0
-0.015151515151515152 20.014457069024374     0.0
-0.005050505050505051 18.457475636047143     0.0
0.005050505050505051 16.836979412017385     0.0
0.015151515151515152 15.176197238402063     0.0
0.025252525252525252 10.349053399224614     -3.149348227168829
0.03535353535353535 11.826577320908171     0.0
0.045454545454545456 10.183096142280196     0.0
0.05555555555555555 8.589402749127592     0.0
0.06565656565656566 7.0657158006788325     0.0
0.07575757575757576 5.630748767561531     0.0
0.08585858585858586 4.30145435000772     0.0
0.09595959595959595 3.0927961158059354     0.0
0.10606060606060606 2.017550572133361     0.0
0.11616161616161616 2.036887784637489     0.950745343265394
0.12626262626262627 0.30651542754792693     0.0
0.13636363636363635 -0.31595975591103986     0.0
0.14646464646464646 -0.7785388673905151     0.0
0.15656565656565657 -1.081118455835286     0.0
0.16666666666666666 -1.2262109130774546     0.0
0.17676767676767677 -1.2188807243804947     0.0
0.18686868686868688 -1.066642943317496     0.0
0.19696969696969696 -0.7793254634239899     0.0
0.20707070707070707 -0.3688971823733578     0.0
0.21717171717171718 0.15073535280277106     0.0
0.22727272727272727 0.7639597757648087     0.0
0.23737373737373738 1.453714751490578     0.0
0.2474747474747475 2.2017680318225157     0.0
0.25757575757575757 2.989011594562933     0.0
0.2676767676767677 3.795769498649557     0.0
0.2777777777777778 4.6021139050087     0.0
0.2878787878787879 5.388184595532461     0.0
0.29797979797979796 6.134507272939063     0.0
0.30808080808080807 6.822305942762499     0.0
0.3181818181818182 7.433804765109081     0.0
0.3282828282828283 7.952514916871121     0.0
0.3383838383838384 8.363502222597436     0.0
0.3484848484848485 8.653631591059899     0.0
0.35858585858585856 8.811784630713689     0.0
0.3686868686868687 8.829047205893598     0.0
0.3787878787878788 8.50267217597241     -0.19619195515868515
0.3888888888888889 8.417158677155271     0.0
0.398989898989899 7.982415072108596     0.0
0.4090909090909091 7.395722717932793     0.0
0.41919191919191917 6.660781397048082     0.0
0.4292929292929293 5.783867310375989     0.0
0.4393939393939394 4.773760356303091     0.0
0.4494949494949495 4.990740644529134     1.3491070213577965
0.4595959595959596 2.4009066172103317     0.0
0.4696969696969697 -0.3358171160858341     -1.4028813916783858
0.4797979797979798 -5.67387465152041     -5.331318964417007
0.4898989898989899 -1.8090040884739693     0.0
0.5 -3.3119868141077653     0.0
