2.0 -3.6339911618176943     -3.6337280954292956
2.004004004004004 -0.00026787148039847066     0.0
2.008008008008008 -0.0002727643385085115     0.0
2.012012012012012 -0.0002777465657137318     0.0
2.016016016016016 -0.00028281979427316456     0.0
2.02002002002002 -0.00028798568625463514     0.0
2.024024024024024 -0.00029324593407901604     0.0
2.028028028028028 -0.00029860226107442057     0.0
2.032032032032032 -0.0003040564220405092     0.0
2.036036036036036 -1.8323004635155402     -1.831990853311717
2.04004004004004 -0.0003152654258992241     0.0
2.044044044044044 -0.0003210239409729683     0.0
2.048048048048048 -0.0003268876355820409     0.0
2.052052052052052 -0.00033285843071551973     0.0
2.056056056056056 -0.00033893828244282596     0.0
2.06006006006006 -0.00034512918255418835     0.0
2.064064064064064 -0.00035143315921278614     0.0
2.068068068068068 -0.00035785227761880064     0.0
2.0720720720720722 -0.00036438864068557723     0.0
2.076076076076076 -0.0003710443897281256     0.0
2.08008008008008 -0.00037782170516418765     0.0
2.084084084084084 -0.00038472280722809155     0.0
2.088088088088088 -0.00039174995669762986     0.0
2.0920920920920922 -0.00039890545563420725     0.0
2.096096096096096 -0.00040619164813648033     0.0
2.1001001001001 -0.0004136109211077593     0.0
2.104104104104104 -0.00042116570503740046     0.0
2.108108108108108 -0.0004288584747964595     0.0
2.1121121121121122 -0.00043669175044785616     0.0
2.116116116116116 -0.00044466809807132174     0.0
2.12012012012012 -0.00045279013060339567     0.0
2.124124124124124 -0.0004610605086927414     0.0
2.1281281281281283 -0.0004694819415710694     0.0
2.1321321321321323 -0.0004780571879399368     0.0
2.136136136136136 -0.00048678905687373977     0.0
2.14014014014014 -0.0004956804087391598     0.0
2.144144144144144 -0.0005047341561313884     0.0
2.1481481481481484 -0.0005139532648274275     0.0
2.1521521521521523 -0.0005233407547567682     0.0
2.156156156156156 -0.0005328997009897901     0.0
2.16016016016016 -0.0005426332347441689     0.0
2.164164164164164 -0.0005525445444096472     0.0
2.1681681681681684 -0.3840380618954266     -0.38347542501883514
2.1721721721721723 -0.0005729135371729742     0.0
2.176176176176176 -0.0005833778923972361     0.0
2.18018018018018 -0.0005940333699688752     0.0
2.184184184184184 0.01607845901502698     0.016683342475202596
2.1881881881881884 -0.0006159317170304439     0.0
2.1921921921921923 -0.0006271817594345387     0.0
2.196196196196196 -0.0006386372723614484     0.0
2.2002002002002 -0.000650302008062817     0.0
2.204204204204204 -0.000662179787296118     0.0
2.2082082082082084 -0.000674274500574759     0.0
2.2122122122122123 -0.0006865901094409736     0.0
2.2162162162162162 1.3077178717928184     1.3084170024405803
2.22022022022022 -0.0007119002230494477     0.0
2.224224224224224 -0.0007249030178037875     0.0
2.2282282282282284 -0.0007381432908819234     0.0
2.2322322322322323 -0.0007516253788907522     0.0
2.2362362362362362 0.2866342788920824     0.2873996325896881
2.24024024024024 -0.0007793327434152147     0.0
2.244244244244244 -0.0007935670947914777     0.0
2.2482482482482484 -0.0008080614137880624     0.0
2.2522522522522523 0.5399214008899809     0.5407442213375456
2.2562562562562563 -0.0008378490299403304     0.0
2.26026026026026 -0.0008531520829732984     0.0
2.264264264264264 -0.0008687346185718682     0.0
2.2682682682682684 -0.0008846017401329383     0.0
2.2722722722722724 -0.0009007586442110529     0.0
2.2762762762762763 -0.0009172106222177772     0.0
2.28028028028028 -0.0009339630621519945     0.0
2.284284284284284 -0.0009510214503617395     0.0
2.2882882882882885 -0.0009683913733381244     0.0
2.2922922922922924 -0.0009860785195419204     0.0
2.2962962962962963 -0.001004088681263443     0.0
2.3003003003003 -0.0010224277565162741     0.0
2.304304304304304 -0.0010411017509654882     0.0
2.3083083083083085 -0.0010601167798909908     0.0
2.3123123123123124 -0.0010794790701865993     0.0
2.3163163163163163 -0.0010991949623955328     0.0
2.32032032032032 -0.0011192709127829604     0.0
2.324324324324324 0.8885939129534439     0.8897336264488902
2.3283283283283285 -0.0011605294044637958     0.0
2.3323323323323324 -0.001181725456082561     0.0
2.3363363363363363 -0.0012033085909459837     0.0
2.34034034034034 -0.0012252858763620103     0.0
2.344344344344344 -0.0012476645086125953     0.0
2.3483483483483485 -0.0012704518153051857     0.0
2.3523523523523524 -0.0012936552577669934     0.0
2.3563563563563563 -0.0013172824334828604     0.0
2.3603603603603602 2.7680683015489165     2.769409642627494
2.364364364364364 -0.001365839070342632     0.0
2.3683683683683685 -0.0013907844298107965     0.0
2.3723723723723724 0.3975294182287124     0.39894560355308745
2.3763763763763763 -0.0014420500704569786     0.0
2.3803803803803802 -0.0014683871362230838     0.0
2.3843843843843846 -0.001495205144350424     0.0
2.3883883883883885 -0.0015225128748427078     0.0
2.3923923923923924 -0.0015503192678975374     0.0
2.3963963963963963 -0.0015786334268257807     0.0
2.4004004004004003 -0.0016074646210240337     0.0
2.4044044044044046 -0.0016368222890011217     0.0
2.4084084084084085 -0.0016667160414595868     0.0
2.4124124124124124 -0.0016971556644332457     0.0
2.4164164164164164 -0.0017281511224817117     0.0
2.4204204204204203 -0.001759712561942998     0.0
